811::"Bewegte Mann, Der"::"Bewegte Mann, Der "::1994::Til Schweiger|Joachim KrÛl|Katja Riemann|Rufus Beck|Armin Rohde|Nico van der Knaap|Antonia Lang|Martina Gedeck|Judith Reinartz|Kai Wiesinger|Horst D. Scheel|Christof Wackernagel|Martin Armknecht|Heinrich Schafmeister|Helmut Buchel
812::Magic Hunter::Magic Hunter::1994::Gary Kemp|Sadie Frost|Aleksandr Kaydanovskiy|PÈter Vallai|Mathias Gn‰dinger|Alexandra Wasscher|IldikÛ TÛth|Natalie Conde|Zolt·n Gera|Philippe Duclos|Andor Luk·ts|Gyˆrgy B·rdy|Eszter Cs·k·nyi|Tibor Bitskey|
813::Larger Than Life::Larger Than Life::1996::Jerry Adler|Bill Murray|Richard Alan Baker|Richie Allan|Kimberly Thornton|Anita Gillette|Maureen Mueller|Jeremy Piven|Alex Neiwerth|Alfa-Betty Olsen|Carrie Houk|Harve Presnell|Tai|Earl Billings|Jeannine Hutchings
814::A Boy Called Hate::"Boy Called Hate, A "::1995::Scott Caan|Lee Nashold|Kevin Michael Richardson|James Caan|Missy Crider|Elliott Gould|Duane Davis|Wade Allain-Marcus|Cece Tsou|Dennis Cockrum|Seth Isler|Stephanie Allain|Scott Patterson|Mary Louise Gemmill|Bradley Jay Lesley|Adam Beach|Buffalo Child|Jon Proudstar|Brian Frejo|Frank Salsedo|Eric Siegel|Robert Harvey|Sheila Ryan|Martin Marino|Ted Nye
815::Power 98::Power 98::1995::Eric Roberts|Lisa Thornhill|Jason Gedrick|Jack Betts|Michael Mantell|Jennie Garth|Jim Fyfe|Stephen Tobolowsky|Sadie Stratton|Leslie Bega|Kristin Dattilo|Leonora Scelfo|James Pickens Jr.|Tara Ellison|Kimberly Flynn|Matt Letscher|
816::Two Deaths::Two Deaths::1995::SÙnia Braga|Patrick Malahide|Ion Caramitru|Sevilla Delofski|Nickolas Grace|Michael Gambon|Ravil Isyanov|Matt Terdre|John Shrapnel|Karl Tessler|Lisa Orgolini|Niall Refoy|Andrew Tiernan|Rade Serbedzija|Laura Davenport
818::"Very Brady Sequel, A"::"Very Brady Sequel, A "::1996::Shelley Long|Gary Cole|Christopher Daniel Barnes|Christine Taylor|Paul Sutera|Jennifer Elise Cox|Jesse Lee Soffer|Olivia Hack|Henriette Mantel|Tim Matheson|Whip Hubley|Whitney Rydbeck|Sue Casey|Gregory White|RuPaul
819::Stefano Quantestorie::Stefano Quantestorie::1993::Maurizio Nichetti|Elena Sofia Ricci|Amanda Sandrelli|Caterina Sylos Labini|James ThierrÈe|Renato Scarpa|Milena Vukotic|Lidia Broccolino|Leonard Catacchio|Sabrina Paravicini|Cristina Beretta|Maddalena Franceschi|Osvaldo Salvi|Enrico Grazioli|Elio Veller
820::Death in the Garden::"Death in the Garden (Mort en ce jardin, La) "::1956::Simone Signoret|Charles Vanel|Georges Marchal|Michel Piccoli|Tito Junco|Ra˙l RamÌrez|Luis Aceves CastaÒeda|Jorge MartÌnez de Hoyos|Alberto Pedret|Marc Lambert|Stefani|MichËle Girardon
821::"Crude Oasis, The"::"Crude Oasis, The "::1995::Jennifer Taylor|Aaron Shields|Robert Peterson|Michael Sibay|Lynn Bieler|Roberta Eaton|Anna Roedel|Dean Roedel|Scott McPhail|Grace Kassabaum|Dean Roedel Sr.|David Powell|Lucy Burlingame|Kirk Kinsinger|Kelly Lima
822::Hedd Wyn::Hedd Wyn::1992::Huw Garmon|Catrin Fychan|Ceri Cunnington|Llio Silyn|Grey Evans|Gwen Ellis|Emma Kelly|Sioned Jones Williams|Llyr Joshua|Angharad Roberts|Geraint Roberts|Emlyn Gomer|Guto Roberts|Manon Prysor|Gruffudd Aled
823::"Collectionneuse, La"::"Collectionneuse, La "::1967::Patrick Bauchau|HaydÈe Politoff|Daniel Pommereulle|Alain Jouffroy|Mijanou Bardot|Annik Morice|Dennis Berry|Seymour Hertzberg|NÈstor Almendros|Patrice De Bailliencourt|L·szlÛ Benkˆ|Anne Dubot
824::Kaspar Hauser::Kaspar Hauser::1993::AndrÈ Eisermann|Udo Samel|Jeremy Clyde|Katharina Thalbach|CÈcile Paoli|Hansa Czypionka|Hermann Beyer|Dieter Mann|Johannes Silberschneider|Peter Lohmeyer|Tilo Nest|Dieter Laser|Uwe Ochsenknecht|Anja Schiller|Gerd Lohmeyer
825::Echte Kerle::Echte Kerle::1996::None
826::Diebinnen::Diebinnen::1995::Christiane Hˆrbiger|Jennifer Nitsch|Lena Stolze|Peter Ehrlich|Ulrich Meyer|Gert Haucke|Heinz Baumann|Wolf Roth|Francis Fulton-Smith
827::"Convent, The"::"Convent, The (Convento, O) "::1995::Catherine Deneuve|John Malkovich|LuÌs Miguel Cintra|Leonor Silveira|Jo„o BÈnard da Costa|HeloÌsa Miranda|Gilberto GonÁalves
828::"Adventures of Pinocchio, The"::"Adventures of Pinocchio, The "::1996::Martin Landau|Jonathan Taylor Thomas|GeneviËve Bujold|Udo Kier|Bebe Neuwirth|Rob Schneider|Corey Carrier|Marcello Magni|Dawn French|Richard Claxton|Griff Rhys Jones|John Sessions|Jean-Claude Drouot|Jean-Claude Dreyfus|Teco Celio
829::Joe's Apartment::Joe's Apartment::1996::Jerry O'Connell|Megan Ward|Billy West|Reginald Hudlin|Jim Turner|Pepa|Robert Vaughn|Don Ho|Jim Sterling|Shiek Mahmud-Bey|David Huddleston|Frank Bello|Lord Kayson|Alex Molina|Wayman Ezell
830::"First Wives Club, The"::"First Wives Club, The "::1996::Goldie Hawn|Bette Midler|Diane Keaton|Maggie Smith|Sarah Jessica Parker|Dan Hedaya|Stockard Channing|Victor Garber|Stephen Collins|Elizabeth Berkley|Marcia Gay Harden|Bronson Pinchot|Jennifer Dundas|Eileen Heckart|Philip Bosco
831::Stonewall::Stonewall::1995::Guillermo DÌaz|Frederick Weller|Brendan Corbalis|Duane Boutte|Bruce MacVittie|Peter Ratray|Dwight Ewell|Matthew Faber|Michael McElroy|Luis Guzm·n|Joey Dedio|Tim Artz|Isaiah Washington|Candis Cayne|David Drumgold
832::Ransom::Ransom::1996::Mel Gibson|Rene Russo|Brawley Nolte|Gary Sinise|Delroy Lindo|Lili Taylor|Liev Schreiber|Donnie Wahlberg|Evan Handler|Nancy Ticotin|Michael Gaston|Kevin Neil McCready|Paul Guilfoyle|Allen Bernstein|JosÈ Z˙Òiga
833::High School High::High School High::1996::Jon Lovitz|Tia Carrere|Louise Fletcher|Mekhi Phifer|Malinda Williams|Guillermo DÌaz|Lexie Bigham|Gil Espinoza|John Neville|Brian Hooks|Natasha Gregson Wagner|Marco RodrÌguez|Nicholas Worth|Eric Allan Kramer|Lu Elrod
834::Phat Beach::Phat Beach::1996::Jermaine 'Huggy' Hopkins|Claudia Kaleem|Candice Merideth|Alma Collins|Eric Fleeks|Brian Hooks|Lawrence LeJohn|Panthere|Kate Ann Haney|Nicole Amaral|Tanya Reid|Bud O'Neal|Coolio|Tamara Nicole Bennett|Glenise Brathwaite
835::Foxfire::Foxfire::1996::Hedy Burress|Angelina Jolie|Jenny Lewis|Jenny Shimizu|Sarah Rosenberg|Peter Facinelli|Dash Mihok|Michelle Brookhurst|Elden Henson|Cathy Moriarty|Richard Beymer|Fran Bennett|John Diehl|Chris Mulkey|Jay Acovone
836::Chain Reaction::Chain Reaction::1996::Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn|Brian Cox|Joanna Cassidy|Chelcie Ross|Nicholas Rudall|Tzi Ma|Krzysztof Pieczynski|Julie Pearl|Godfrey|Gene Barge|Nathan Davis
837::Matilda::Matilda::1996::Mara Wilson|Danny DeVito|Rhea Perlman|Embeth Davidtz|Pam Ferris|Paul Reubens|Tracey Walter|Brian Levinson|Jean Speegle Howard|Sara Magdalin|R.D. Robb|Gregory R. Goliath|Fred Parnes|Kiami Davael|Leor Livneh Hackel
838::Emma::Emma::1996::Gwyneth Paltrow|James Cosmo|Greta Scacchi|Alan Cumming|Denys Hawthorne|Sophie Thompson|Jeremy Northam|Toni Collette|Kathleen Byron|Phyllida Law|Edward Woodall|Brett Miley|Brian Capron|Karen Westwood|Paul Williamson
839::Crow::Crow::" City of Angels, The "::1996::Vincent Perez|Mia Kirshner|Richard Brooks|Iggy Pop|Thomas Jane|Vincent Castellanos|Thuy Trang|Eric Acosta|Ian Dury|Tracey Ellis|Beverley Mitchell|Aaron Thell Smith|Alan Gelfant|Shelly Desai|Holley Chant|Kerry Rossall|Reynaldo Duran|Danny Verduzco|Maria Julia Moran|Chino Moreno|Chi Cheng|Stephen Carpenter|Abe Cunningham
840::House Arrest::House Arrest::1996::Kyle Howard|Herbert Russell|Jamie Lee Curtis|Kevin Pollak|Amy Sakasitz|Mooky Arizona|Caroline Aaron|Alex Seltz-Wald|Josh Wolford|Wallace Shawn|Jennifer Love Hewitt|Patrika Darbo|Ray Walston|Christopher McDonald|Colleen Camp
841::Eyes Without a Face::Eyes Without a Face::1959::Pierre Brasseur|Alida Valli|Juliette Mayniel|Alexandre Rignault|BÈatrice Altariba|Charles Blavette|Claude Brasseur|Michel Etcheverry|Yvette EtiÈvant|RenÈ GÈnin|Lucien Hubert|Marcel PÈrËs|FranÁois GuÈrin|Edith Scob|
842::Tales from the Crypt Presents::Tales from the Crypt Presents:: Bordello of Blood::1996::John Kassir|Billy Zane|William Sadler|Jada Pinkett Smith|Brenda Bakke|CCH Pounder|Dick Miller|Thomas Haden Church|John Schuck|Gary Farmer|Charles Fleischer|Tim DeZarn|Sherrie Rose|Ryan O'Donohue|Tony Salome|Ken Baldwin|Chasey Lain|Reda Beebe|Te-See Bender|Traci Bingham|Ponti Butler|Veronica Culver|Tina Lawrence|Elaine del Valle|Mim Parker|Dale Swann|Mark David Kennerly|Peggy Trentini|Kathy Barbour|Tina New|Stephanie Sain
843::Lotto Land::Lotto Land::1995::Lawrence Gilliard Jr.|Wendell Holmes|Barbara Gonzalez|Suzanne Costollos|Jaime Tirelli|Paul Calderon|Luis Guzm·n|Terrence Howard|John Ortiz|Eden Marryshow|Daphne Rubin-Vega|Monilewa Okan|Cecilia Rubino|Loretta Ehrhardt|Paul Lemos
844::"Story of Xinghua, The"::"Story of Xinghua, The "::1993::Wenli Jiang|Xingli Niu|Shaojun Tian|Guoli Zhang|Haiyan Zhang
845::"Day the Sun Turned Cold, The"::"Day the Sun Turned Cold, The (Tianguo niezi) "::1994::Gaowa Siqin|Tsung-Hua To|Jingwu Ma|Zi Wei|Shu Zhong|Li Hu|
846::Flirt::Flirt::1995::Paul Austin|Robert John Burke|Martin Donovan|Erica Gimpel|Michael Imperioli|Holt McCallany|Lianna Pai|Harold Perrineau|Parker Posey|Bill Sage|Patricia Scanlon|Paul Schulze|Karen Sillas|Hannah Sullivan|JosÈ Z˙Òiga
847::"Big Squeeze, The"::"Big Squeeze, The "::1996::Lara Flynn Boyle|Danny Nucci|Peter Dobson|Luca Bercovici|Michael Chieffo|Bert Santos|Teresa DiSpina|Sam Vlahos|Valente Rodriguez|Raye Birk|Angelina Estrada|Janet MacLachlan|Tony Genaro|Marita De Leon|Laura CerÛn
848::"Spitfire Grill, The"::"Spitfire Grill, The "::1996::Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall|Sterling Hayden|John Marley|Richard Conte|Al Lettieri|Diane Keaton|Abe Vigoda|Talia Shire|Gianni Russo|John Cazale|Rudy Bond
849::Escape from L.A.::Escape from L.A.::1996::Kurt Russell|Steve Buscemi|Peter Fonda|Cliff Robertson|Valeria Golino|Stacy Keach|Pam Grier|Bruce Campbell|Georges Corraface|Michelle Forbes|A.J. Langer|Ina Romeo|Peter Jason|Jordan Baker|Caroleen Feeney
850::Cyclo::Cyclo::1995::Le Van Loc|Tony Chiu-Wai Leung|Nu YÍn-KhÍ Tran|Nhu Quynh Nguyen|Hoang Phuc Nguyen|Ngo Vu Quang Hal|Tuyet Ngan Nguyen|Doan Viet Ha|Bjuhoang Huy|Vo Vinh Phuc|Le Kinh Huy|Pham Ngoc Lieu|Tu‚n Anh LÍ|Le Cong Tuan Anh|Van Day Nguyen
851::Basquiat::Basquiat::1996::Jeffrey Wright|Michael Wincott|Benicio Del Toro|Claire Forlani|David Bowie|Dennis Hopper|Gary Oldman|Christopher Walken|Willem Dafoe|Jean-Claude La Marre|Parker Posey|Elina Lˆwensohn|Paul Bartel|Courtney Love|Tatum O'Neal
852::Tin Cup::Tin Cup::1996::Kevin Costner|Rene Russo|Don Johnson|Cheech Marin|Linda Hart|Dennis Burkley|Rex Linn|Lou Myers|Richard Lineback|George Perez|Mickey Jones|Michael Milhoan|Gary McCord|Craig Stadler|Peter Jacobsen
853::Dingo::Dingo::1992::Rob PaulsenApril WinchellJim CummingsBill FarmerDana HillFrank WelkerNancy Cartwright
854::"Ballad of Narayama, The"::"Ballad of Narayama, The (Narayama Bushiko) "::1958::Kinuyo Tanaka|Teiji Takahashi|Y˚ko Mochizuki|Danko Ichikawa|Seiji Miyaguchi|Keiko Ogasawara|Y˚nosuke ItÙ|EijirÙ TÙno|Ken Mitsuda
855::Every Other Weekend::Every Other Weekend::199::Nathalie Baye|Joachim Serreau|FÈlicie Pasotti|Predrag 'Miki' Manojlovic|Henri Garcin|Gilles Treton|Marie DaÎms|Michelle Goddet|Susan Carlson|Jacques Boudet|Jacques Vincey|Sacha Briquet|Jean-Loup Wolff|FrÈdÈrique Ruchaud|Jan Madd
856::Mille bolle blu::Mille bolle blu::1993::Carla Benedetti|Matteo Fadda|Giacomo Fadda|Stefano Masciarelli|Nicoletta Boris|Orazio Stracuzzi|Ludovica Modugno|Cesare Gelli|Denise Du Chene De Vere|Gina Rovere|Manuele Pompili|Stefania Montorsi|Enza Elisea|Lidia Biondi|Franco Mesconcini
857::Crows and Sparrows::Crows and Sparrows::1949::Dan Zhao|Yinyan Wu|Daolin Sun|Yunzhu Shangguan|Heling Wei|Tianji Li|Zongying Huang|Pei Wang|
858::"Godfather, The"::"Godfather, The "::1972::Yun-Fat Chow|Tony Chiu-Wai Leung|Teresa Mo|Philip Chan|Phillip Chung-Fung Kwok|Anthony Chau-Sang Wong|Hoi-San Kwan|Wei Tung|Bowie Lam|Meng Lo|Bobbie Au-Yeung|Shui Ting Ng|Kong Lau|Wai-Sun Lam|Benny Lam
859::The Hippie Revolution::"Hippie Revolution, The "::1996::Herb Caen|Today Malone
860::"Maybe, Maybe Not"::"Maybe, Maybe Not (Bewegte Mann, Der) "::1994::Til Schweiger|Joachim KrÛl|Katja Riemann|Rufus Beck|Armin Rohde|Nico van der Knaap|Antonia Lang|Martina Gedeck|Judith Reinartz|Kai Wiesinger|Horst D. Scheel|Christof Wackernagel|Martin Armknecht|Heinrich Schafmeister|Helmut Buchel
861::Supercop::Supercop::1992::Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni|Richard C. Sarafian|Mary Mara|Susie Bright|Margaret Smith|Barry Kivel|Peter Spellos|Ivan Kane|Kevin Michael Richardson|Gene Borkan|
862::Manny & Lo::Manny & Lo::1996::Mary Kay Place|Scarlett Johansson|Aleksa Palladino|Dean Silvers|Marlen Hecht|Forrest Silvers|Tyler Silvers|Lisa Campion|Glenn Fitzgerald|Novella Nelson|Susan Decker|Marla Zuk|Bonnie Johnson|Melissa Johnson|Angie Phillips
863::Celestial Clockwork::Celestial Clockwork::1994::Alfredo AlcÛn|Hugo Carrizo|Julio Cort·zar|Aguston Goldschmidt
864::"Wife, The"::"Wife, The "::1995::Julie Hagerty|Tom Noonan|Wallace Shawn|Karen Young
865::Small Faces::Small Faces::1995::Iain Robertson|Joe McFadden|Steven Duffy|Laura Fraser|Garry Sweeney|Clare Higgins|Kevin McKidd|Mark McConnochie|Steven Singleton|David Walker|Ian McElhinney|Paul Doonan|Colin Semple|Colin McCredie|Debbie Welsh|Eilidh McCormick|Monica Brady|Elizabeth McGregor|Andy Gray|Louise O'Kane|Lisa McIntosh|Kirsty Mitchell|Sheila Greer Smith|Karen Mccoll|Karyn Murphy|Alastair Galbraith|Carmen Pierquaccini|Rab Christie|Alan Atkins|Tom Gallacher|Joanne Reilly|Liz Lochhead|John Murtagh|Matt Costello|Tom Logan|Bobby Hodgens|Malky McKay|Ross Miller|Scott Laing|Paul Woodside|Ross Laing
866::Bound::Bound::1996::Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte|Michael Murphy|Dermot Mulroney|Steve Buscemi|Brooke Smith|Jane Adams|Jeff Feringa|A.C. Tony Smith|Martin Martin|Albert J. Burnes|Ajia Mignon Johnson|Tim Snay|Tawanna Benbow
867::Carpool::Carpool::1996::Tom Arnold|David Paymer|Rhea Perlman|Rod Steiger|Kim Coates|Rachael Leigh Cook|Mikey Kovar|Micah Gardener|Jordan Warkol|Colleen Rennison|Ian Tracey|John Tench|Stellina Rusich|David Kaye|Obba BabatundÈ
868::Death in Brunswick::Death in Brunswick::1991::Sam Neill|Zoe Carides|John Clarke|Yvonne Lawley|Nick Lathouris|Nicholas Papademetriou|Boris Brkic|Deborah Kennedy|Doris Younane|Denis Moore|Kris Karahisarlis|Steve Hutchison|Huriye Balkaya|Orhan Akkus|Daniel Kadamani|Sakis Dragonas|Senol Mat|Haydar Akar|Ekrem Kuloglu|Lachlan Jeffrey|Maria Beck|Marz Lupieri|David Hoflin|Glen Torrens|Anthony De Fazio|Daniel Pollock|Bradley Pilato|Orion Erickson|Jordon Mills|Benjamin Menzies|Dino Nicolosi|Con Babanoitis|George Prataris|Christos A. Linou|Ali Ammouch|Knight|Vortex|
869::Kansas City::Kansas City::1996::Audrey Hepburn|George Peppard|Patricia Neal|Buddy Ebsen|Martin Balsam|JosÈ Luis de Vilallonga|John McGiver|Dorothy Whitney|Stanley Adams|Elvia Allman|Alan Reed|Beverly Powers|Claude Stroud|Orangey|Mickey Rooney
870::Gone Fishin'::Gone Fishin'::1997::Joe Pesci|Danny Glover|Rosanna Arquette|Lynn Whitfield|Willie Nelson|Nick Brimble|Gary Grubbs|Carol Kane|Edythe Davis|Jenna Bari|Samantha Brown|Jeff DiLucca|Jamil Akim O'Quinn|Frankie Nasso|Raynor Scheine
871::Lover's Knot::Lover's Knot::1996::Billy Campbell|Jennifer Grey|Tim Curry|Adam Baldwin|Mark Sheppard|Tom McTigue|Holly Fulger|Kristin Minter|Elaine Hendrix|Adam Ant|Joyce Brothers|Anne Francis|Harold Gould|Byrne Piven|Sheryl Lee Ralph|Zelda Rubinstein|Dawn Wells|Julie Caitlin Brown|John E. Goetz|Tiffany Salerno|Marla Sucharetza|
872::Aiqing wansui::Aiqing wansui::1994::None
873::Shadow of Angels::Shadow of Angels (Schatten der Engel)::1976::Ingrid Caven|Rainer Werner Fassbinder|Annemarie D¸ringer|Adrian Hoven|Boy Gobert|Ulli Lommel|Jean-Claude Dreyfus|Irm Hermann|Debria Kalpataru|Hans Gratzer|Peter Chatel|Ila von Hasperg|Gail Curtis|Christine Jirku|Ra˙l Gimenez
874::Killer::Killer:: A Journal of Murder::1995::Anthony LaPaglia|Mimi Rogers|Matt Craven|Peter Boyle|Monika Schnarre|Joseph Maher|Mark Acheson|Philip Maurice Hayes|Christopher Mark Pinhey|Claudio Masciulli|Justine Priestley|
875::Nothing to Lose::Nothing to Lose::1994::Alexandra Paul|Youssef Abed-Alnour|Paul Gleason|Michael V. Gazzo|Juliano Mer-Khamis|David Campbell|Will Corno|Chris Leavins|Greg Locke|Mariliese Rizzardo|Maureen Burgoyne|Vida Asante|Mary Feely|Roger Jaggernauth|Linda Barnett
876::Police Story 4::Police Story 4:: Project S (Chao ji ji hua)::1993::Jackie Chan|Jackson Lou|Annie Wu|Bill Tung|Yuriy Petrov|Nonna Grishaeva|John Eaves|Terry Woo|Kristopher Kazmarek|Ailen Sit|Man-Ching Chan|Rocky Lai|Wai-To Chan|Brett Arthur|Mark French|Damien Gates|Mark Gilks|Nathan Jones|Mathew Walker Kininmonth|John Langmead|Steve Livingstone|Steve Morris|Brenton Hoeren|Steve Jones|Jennifer Hung|Doris Lam|Shirley Mak|Wella Shieh|Symantha Perkins|Gary Wilkinson|Ken Lo|Esmond Ren|Jim Hsin|Igro Guleen|N. Leshcinkov|Rusean Scripnik|Alexander Ustichenko|Ping Wu|Mary Ellen Dunbar|Dan Lorge|Paul Pape|Jonathan Nichols|Burton Sharp|Endre Hules|Raissa Danilova|Grisha Dimant|Larisa Eryomina|Misha Markaryan|Alex Veadov|Oleg Vidov|Leeza Vinnichenko|Ilia Volok|Rosalind Ayres|Neil Dickson|Sofie Formica|Jean Gilpin|Bridget Hoffman|Poosy Holmes|Kendrick Hughes|Martin Jarvis|Randall Montgomery|Oliver Muirhead|Ian Ruskin|Alan Shearman|Diz White|Diane White|George Cheung|Conan Lee|Dana Lee|
877::Girls Town::Girls Town::1996::Lili Taylor|Bruklin Harris|Anna Grace|Aunjanue Ellis|Ramya Pratt|Asia Minor|Carl Kwaku Ford|Guillermo DÌaz|Shondalin|Ernestine Jackson|John Ventimiglia|Mary Joy|Stephanie Berry|Tara Carnes|Yassira
878::Bye-Bye::Bye-Bye::1995::Sami Bouajila|Nozha Khouadra|Philippe Ambrosini|Ouassini Embarek|Sofiane Madjid Mammeri|Jamila Darwich-Farah|BenaÔssa Ahaouari|Moussa Maaskri|FrÈdÈric Andrau|Christian Mazucchini|Bernard Llopis|Marie Borowski|AndrÈ Neyton|Emmanuel-Georges Delajoie|Bakhta Tayeb|Farida Melaab|Airm Melaab|Mohamed Bouamari|Dalila Thivet|HÈlËne Beleck|SaÔdou Abatcha|Karine Hallakoun|Christian Carnus|Maryline Nobili|Marcos Jatoba|Ahmed Aderrahim|Mohamed Zran|Jimmy Oihid
879::"Relic, The"::"Relic, The "::1997::Penelope Ann Miller|Tom Sizemore|Linda Hunt|James Whitmore|Clayton Rohner|Chi Muoi Lo|Thomas Ryan|Robert Lesser|Diane Robin|Lewis Van Bergen|Constance Towers|Francis X. McCarthy|Audra Lindley|John Kapelos|Tico Wells
880::"Island of Dr. Moreau, The"::"Island of Dr. Moreau, The "::1996::Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney|Temuera Morrison|Nelson de la Rosa|Peter Elliott|Mark Dacascos|Ron Perlman|Marco Hofschneider|Miguel LÛpez|Neil Young|David Hudson|Clare Grant
881::First Kid::First Kid::1996::Sinbad|Brock Pierce|Blake Boyd|Timothy Busfield|Art LaFleur|Robert Guillaume|Lisa Eichhorn|James Naughton|Fawn Reed|Erin Williby|Zachery Ty Bryan|Michael Krawic|Bill Cobbs|Jemar Jefferson|Daniel Baron
882::"Trigger Effect, The"::"Trigger Effect, The "::1996::Kyle MacLachlan|Elisabeth Shue|Dermot Mulroney|Richard T. Jones|Bill Smitrovich|Michael Rooker|Tori Kristiansen|Tyra Kristiansen|Rick Worthy|Edhem Barker|Tyrone Tann|David O'Donnell|Monica Torres|Greg Grunberg|Kerri Vickers
884::Sweet Nothing::Sweet Nothing::1995::Michael Imperioli|Mira Sorvino|Joyce Phillips|Paul Calderon|Lisa Louise Langford|Sean Marquette|Raymond McRinna|Patrick Breen|Maria Tucci|Claire Imperioli|Dan Imperioli|Ford Sorvino|Chris Marquette|Michelle Casey|Carlos Yensi
885::Bogus::Bogus::1996::Whoopi Goldberg|GÈrard Depardieu|Haley Joel Osment|Andrea Martin|Nancy Travis|Denis Mercier|Ute Lemper|Sheryl Lee Ralph|Barbara Hamilton|Al Waxman|Elizabeth Harpur|Fiona Reid|Kevin Jackson|Richard Portnow|Mo Gaffney
886::Bulletproof::Bulletproof::1996::Damon Wayans|Adam Sandler|James Caan|Jeep Swenson|James Farentino|Kristen Wilson|Larry McCoy|Allen Covert|Bill Nunn|Mark Roberts|Mark Casella|Andrew Shaifer|Monica Potter|Jonathan Loughran|Steve White
887::Talk of Angels::Talk of Angels::1998::Polly Walker|Vincent Perez|Franco Nero|Frances McDormand|Ruth McCabe|Marisa Paredes|Francisco Rabal|PenÈlope Cruz|Ariadna Gil|Rossy de Palma|Britta Smith|Anita Reeves|Veronica Duffy|Leyre Berrocal|Jorge de Juan|Ellea Ratier|Angelina Llongueras|Jaume Valls|JosÈ MarÌa Sacrist·n|”scar Higares|Tusse Silberg|Jose Manuel Ortigosa
888::Land Before Time III::Land Before Time III:: The Time of the Great Giving::1995::Scott McAfee|Candace Hutson|Heather Hogan|Jeff Bennett|Rob Paulsen|John Ingle|Linda Gary|Whit Hertford|Nicholas Guest|Tress MacNeille|Frank Welker|Scott Menville|Kenneth Mars
889::9-Jan::9-Jan::1994::Ariane Schluter|Ad van Kempen
890::Baton Rouge::Baton Rouge::1988::Victoria Abril|Carmen Maura|Antonio Banderas|¡ngel de AndrÈs LÛpez|Laura Cepeda|Noel Molina|Rafael DÌaz|Francisco Guijar|Aldo Grilo|Eduardo Calvo|Pedro DÌez del Corral|Gracia Lleo|Gabriel Latorre|Fernando J. Melgosa|Johnny Aranguren
891::Halloween::Halloween:: The Curse of Michael Myers::1995::Donald Pleasence|Paul Rudd|Marianne Hagan|Mitchell Ryan|Kim Darby|Bradford English|Keith Bogart|Mariah O'Brien|Leo Geter|J.C. Brandy|Devin Gardner|Susan Swift|George P. Wilbur|Janice Knickrehm|Alan Echeverria|Hildur Ruriks|Sheri Hicks|Tom Proctor|Bryan Morris|Lee Ju Chew|Raquelle Anderson|Kristine Summers|Elyse Donalson|A. Michael Lerner|
892::Twelfth Night::Twelfth Night::1996::Sharon Duce|Nigel Planer
893::Mother Night::Mother Night::1996::Nick Nolte|Anthony J. Robinow|Michael McGill|Shimon Aviel|Bill Corday|Bronwen Mantel|Brawley Nolte|Sheryl Lee|John Goodman|Louis Strauss|Zach Grenier|Richard Zeman|Thomas Hauff|Jeff Pufah|Norman Rodway
894::Liebelei::Liebelei::1933::Paul Hˆrbiger|Magda Schneider|Luise Ullrich|Gustaf Gr¸ndgens|Olga Tschechowa|Carl Esmond|Wolfgang Liebeneiner|Paul Otto|
