512::Boot, Das::Jürgen Prochnow|Herbert Grönemeyer|Klaus Wennemann|Hubertus Bengsch|Martin Semmelrogge|Bernd Tauber|Erwin Leder|Martin May|Heinz Hoenig|Uwe Ochsenknecht|Claude-Oliver Rudolph|Jan Fedder|Ralf Richter|Joachim Bernhard|Oliver Stritzel
513::Local Hero::Burt Lancaster|Peter Riegert|Fulton Mackay|Denis Lawson|Norman Chancer|Peter Capaldi|Rikki Fulton|Alex Norton|Jenny Seagrove|Jennifer Black|Christopher Rozycki|Gyearbuor Asante|John M. Jackson|Dan Ammerman|Tam Dean Burn
514::Manhattan::Woody Allen|Diane Keaton|Michael Murphy|Mariel Hemingway|Meryl Streep|Anne Byrne Hoffman|Karen Ludwig|Michael O'Donoghue|Victor Truro|Tisa Farrow|Helen Hanft|Bella Abzug|Gary Weis|Kenny Vance|Charles Levin
515::Miller's Crossing::Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman|Albert Finney|Mike Starr|Al Mancini|Richard Woods|Tom Toner|Steve Buscemi|Mario Todisco|Olek Krupa|Michael Jeter|Lanny Flaherty
516::Treasure of the Sierra Madre, The::Humphrey Bogart|Walter Huston|Tim Holt|Bruce Bennett|Barton MacLane|Alfonso Bedoya|Arturo Soto Rangel|Manuel Dondé|José Torvay|Margarito Luna
517::Great Escape, The::Steve McQueen|James Garner|Richard Attenborough|James Donald|Charles Bronson|Donald Pleasence|James Coburn|Hannes Messemer|David McCallum|Gordon Jackson|John Leyton|Angus Lennie|Nigel Stock|Robert Graf|Jud Taylor
518::Deer Hunter, The::Robert De Niro|John Cazale|John Savage|Christopher Walken|Meryl Streep|George Dzundza|Chuck Aspegren|Shirley Stoler|Rutanya Alda|Pierre Segui|Mady Kaplan|Amy Wright|Mary Ann Haenel|Richard Kuss|Joe Grifasi
519::Down by Law::Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin|Billie Neal|Rockets Redglare|Vernel Bagneris|Timothea|L.C. Drane|Joy N. Houck Jr.|Carrie Lindsoe|Ralph Joseph|Richard Boes|Dave Petitjean
520::Cool Hand Luke::Paul Newman|George Kennedy|J.D. Cannon|Lou Antonio|Robert Drivas|Strother Martin|Jo Van Fleet|Clifton James|Morgan Woodward|Luke Askew|Marc Cavell|Richard Davalos|Robert Donner|Warren Finnerty|Dennis Hopper
521::Great Dictator, The::Charles Chaplin|Jack Oakie|Reginald Gardiner|Henry Daniell|Billy Gilbert|Grace Hayle|Carter DeHaven|Paulette Goddard|Maurice Moscovitch|Emma Dunn|Bernard Gorcey|Paul Weigel|Chester Conklin|Esther Michelson|Hank Mann
522::Big Sleep, The::Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers|Dorothy Malone|Peggy Knudsen|Regis Toomey|Charles Waldron|Charles D. Brown|Bob Steele|Elisha Cook Jr.|Louis Jean Heydt
523::Ben-Hur::Charlton Heston|Jack Hawkins|Haya Harareet|Stephen Boyd|Hugh Griffith|Martha Scott|Cathy O'Donnell|Sam Jaffe|Finlay Currie|Frank Thring|Terence Longdon|George Relph|André Morell
524::Gandhi::Ben Kingsley|Rohini Hattangadi|Roshan Seth|Candice Bergen|Edward Fox|John Gielgud|Trevor Howard|John Mills|Martin Sheen|Ian Charleson|Günther Maria Halmer|Athol Fugard|Saeed Jaffrey|Geraldine James|Alyque Padamsee
525::Killing Fields, The::Sam Waterston|Haing S. Ngor|John Malkovich|Julian Sands|Craig T. Nelson|Spalding Gray|Bill Paterson|Athol Fugard|Graham Kennedy|Katherine Krapum Chey|Oliver Pierpaoli|Edward Entero Chey|Tom Bird|Monirak Sisowath|Lambool Dtangpaibool
526::My Life as a Dog::Anton Glanzelius|Tomas von Brömssen|Anki Lidén|Melinda Kinnaman|Kicki Rundgren|Lennart Hjulström|Ing-Marie Carlsson|Leif Ericson|Christina Carlwind|Ralph Carlsson|Viveca Dahlén|Arnold Alfredsson|Fritz Elofsson|Didrik Gustafsson|Jan-Philip Hollström
527::Man Who Would Be King, The::Sean Connery|Michael Caine|Christopher Plummer|Saeed Jaffrey|Larbi Doghmi|Jack May|Karroom Ben Bouih|Mohammad Shamsi|Albert Moses|Paul Antrim|Graham Acres|The Blue Dancers of Goulamine|Shakira Caine
528::Shine::Geoffrey Rush|Justin Braine|Sonia Todd|Chris Haywood|Alex Rafalowicz|Gordon Poole|Armin Mueller-Stahl|Nicholas Bell|Danielle Cox|Rebecca Gooden|Marta Kaczmarek|John Cousins|Noah Taylor|Paul Linkson|Randall Berger
529::Kama Sutra: A Tale of Love::Indira Varma|Sarita Choudhury|Ramon Tikaram|Naveen Andrews|Rekha|Khalid Tyabji|Arundhati Rao|Surabhi Bhansali|Garima Dhup|Pearl Padamsee|Kusum Haidar|Harish Patel|Ranjit Chowdhry|Achala Sachdev|Achla Sachdev
530::Daytrippers, The::Stanley Tucci|Hope Davis|Pat McNamara|Anne Meara|Parker Posey|Liev Schreiber|Stephanie Venditto|Campbell Scott|Marc Grapey|Douglas McGrath|Jill Rowe|Andy Brown|Paul Herman|Amy Stiller|Peter Askin
531::Traveller::Bill Paxton|Mark Wahlberg|Julianna Margulies|James Gammon|Luke Askew|Nikki Deloach|Danielle Keaton|Michael Shaner|Vincent Chase|Andrew Porter|Jean Speegle Howard|Rance Howard|Robert Peters|Jo Ann Pflug|Scott Schultz
532::Addicted to Love::Meg Ryan|Matthew Broderick|Kelly Preston|Tchéky Karyo|Maureen Stapleton|Nesbitt Blaisdell|Remak Ramsay|Lee Wilkof|Dominick Dunne|Susan Forristal|Larry Pine|Debbon Ayer|Maurizio Benazzo|Paolo Calamari|Helmar Augustus Cooper
533::Ponette::Victoire Thivisol|Delphine Schiltz|Matiaz Bureau Caton|Léopoldine Serre|Marie Trintignant|Xavier Beauvois|Claire Nebout|Aurélie Vérillon|Henri Berthon|Carla Ibled|Luckie Royer|Antoine du Merle|Marianne Favre
534::My Own Private Idaho::River Phoenix|Keanu Reeves|James Russo|William Richert|Rodney Harvey|Chiara Caselli|Michael Parker|Jessie Thomas|Flea|Grace Zabriskie|Tom Troupe|Udo Kier|Sally Curtice|Robert Lee Pitchlynn|Mickey Cottrell
535::Anastasia::Meg Ryan|John Cusack|Kelsey Grammer|Christopher Lloyd|Hank Azaria|Bernadette Peters|Kirsten Dunst|Angela Lansbury|Rick Jones|Andrea Martin|Glenn Walker Harris Jr.|Debra Mooney|Arthur Malet|Charity James|Liz Callaway
536::Mouse Hunt::Nathan Lane|Lee Evans|Vicki Lewis|Maury Chaykin|Eric Christmas|Michael Jeter|Debra Christofferson|Camilla Søeberg|Ian Abercrombie|Annabelle Gurwitch|Eric Poppick|Ernie Sabella|William Hickey|Christopher Walken|Cliff Emmich
537::Money Train::Wesley Snipes|Woody Harrelson|Jennifer Lopez|Robert Blake|Chris Cooper|Joe Grifasi|Scott Sowers|Skipp Sudduth|Vincent Laresca|Nelson Vasquez|Vincent Patrick|Aida Turturro|Alvaleta Guess|Vincent Pastore|David Tawil
538::Mortal Kombat::Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson-Sampras|Talisa Soto|Trevor Goddard|Chris Casamassa|François Petit|Keith Cooke|Hakim Alston|Kenneth Edwards|John Fujioka|Daniel Haggard|Sandy Helberg
539::Pocahontas::Joe Baker|Christian Bale|Irene Bedard|Billy Connolly|James Apaumut Fall|Mel Gibson|Linda Hunt|John Kassir|Judy Kuhn|Danny Mann|Russell Means|David Ogden Stiers|Michelle St. John|Gordon Tootoosis|Frank Welker
540::Misérables, Les::Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch|Annie Girardot|Philippe Léotard|Clémentine Célarié|Philippe Khorsand|Ticky Holgado|Rufus|Nicole Croisille|William Leymergie|Jean Marais|Micheline Presle|Darry Cowl
541::Things to Do in Denver when You're Dead::Andy Garcia|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams|Jack Warden|Steve Buscemi|Fairuza Balk|Gabrielle Anwar|Christopher Walken|Michael Nicolosi|Bill Cobbs|Marshall Bell|Glenn Plummer|Don Stark
542::Vampire in Brooklyn::Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon|Zakes Mokae|Joanna Cassidy|Simbi Kali|Messiri Freeman|Kelly Cinnante|Jsu Garcia|W. Earl Brown|Ayo Adeyemi|Troy Curvey Jr.|Vickilyn Reynolds
543::Broken Arrow::John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton|Frank Whaley|Howie Long|Vondie Curtis-Hall|Jack Thompson|Vyto Ruginis|Ousaun Elam|Shaun Toub|Casey Biggs|Jeffrey Stephan|Joey Box
544::Young Poisoner's Handbook, The::Tobias Arnold|Ruth Sheen|Roger Lloyd Pack|Hugh O'Conor|Norman Caro|Dorothea Alexander|Charlotte Coleman|Paul Stacey|Samantha Edmonds|Robert Demeger|Jack Deam|Peter Pacey|Joost Siedhoff|Vilma Hollingbery|Frank Mills
545::NeverEnding Story III, The::Jason James Richter|Melody Kay|Jack Black|Carole Finn|Ryan Bollman|Freddie Jones|Julie Cox|Moya Brady|Tony Robinson|Thomas Petruo|Tracey Ellis|Kevin McNulty|Nicole Parker|Adrien Dorval|Kaefan Shaw
546::Rob Roy::Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz|Andrew Keir|Brian Cox|Brian McCardie|Gilbert Martin|Vicki Masson|Gilly Gilchrist|Jason Flemyng|Ewan Stewart|David Hayman|Brian McArthur
547::Die Hard: With a Vengeance::Bruce Willis|Jeremy Irons|Samuel L. Jackson|Graham Greene|Colleen Camp|Larry Bryggman|Anthony Peck|Nick Wyman|Sam Phillips|Kevin Chamberlin|Sharon Washington|Stephen Pearlman|Michael Alexander Jackson|Aldis Hodge|Mischa Hausserman
548::Lord of Illusions::Scott Bakula|J. Trevor Edmond|Daniel von Bargen|Kevin J. O'Connor|Joseph Latimore|Sheila Tousey|Susan Traylor|Ashley Tesoro|Michael Angelo Stuno|Keith Brunsmann|Barbara Patrick|Wayne Grace|Mikey LeBeau|Robb Humphreys|Jimmy Shaw
549::Species::Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker|Marg Helgenberger|Natasha Henstridge|Michelle Williams|Jordan Lund|Don Fischer|Scott McKenna|Virginia Morris|Jayne Luke|David K. Schroeder|David Jensen|Esther Scott
550::Walk in the Clouds, A::Keanu Reeves|Aitana Sánchez-Gijón|Anthony Quinn|Giancarlo Giannini|Angélica Aragón|Evangelina Elizondo|Freddy Rodríguez|Debra Messing|Febronio Covarrubias|Roberto Huerta|Juan Jiménez|Ismael Gallegos|Alejandra Flores|Gema Sandoval|Don Amendolia
551::Waterworld::Kevin Costner|Chaim Jeraffi|Rick Aviles|R.D. Call|Zitto Kazann|Leonardo Cimino|Zakes Mokae|Luke Ka'ili Jr.|Anthony DeMasters|Willy Petrovic|Jack Kehler|Jeanne Tripplehorn|Lanny Flaherty|Robert A. Silverman|Gerard Murphy
552::White Man's Burden::John Travolta|Harry Belafonte|Kelly Lynch|Margaret Avery|Tom Bower|Andrew Lawrence|Bumper Robinson|Tom Wright|Sheryl Lee Ralph|Judith Drake|Robert Gossett|Wesley Thompson|Tom Nolan|Willie C. Carpenter|Michael Beach
553::Wild Bill::Jeff Bridges|Ellen Barkin|John Hurt|Diane Lane|Keith Carradine|David Arquette|Christina Applegate|Bruce Dern|James Gammon|Marjoe Gortner|James Remar|Karen Huie|Steve Reevis|Robert Knott|Pato Hoffmann
554::Farinelli: il castrato::Stefano Dionisi|Enrico Lo Verso|Elsa Zylberstein|Caroline Cellier|Marianne Basler|Jacques Boudet|Graham Valentine|Pier Paolo Capponi|Renaud du Peloux de Saint Romain|Delphine Zentout|Omero Antonutti|Jeroen Krabbé
555::Heavenly Creatures::Melanie Lynskey|Kate Winslet|Sarah Peirse|Diana Kent|Clive Merrison|Simon O'Connor|Jed Brophy|Peter Elliott|Gilbert Goldie|Geoffrey Heath|Kirsti Ferry|Ben Skjellerup|Darien Takle|Elizabeth Moody|Liz Mullane
556::Interview with the Vampire::Brad Pitt|Christian Slater|Virginia McCollam|John McConnell|Tom Cruise|Mike Seelig|Bellina Logan|Thandie Newton|Lyla Hay Owen|Lee E. Scharfstein|Indra Ové|Helen McCrory|Monte Montague|Kirsten Dunst|Nathalie Bloch-Lainé
557::Kid in King Arthur's Court, A::Thomas Ian Nicholas|Joss Ackland|Art Malik|Paloma Baeza|Kate Winslet|Daniel Craig|David Tysall|Ron Moody|Barry Stanton|Michael Mehlmann|Melanie Oettinger|Rebecca Denton|Michael Kelly|Louise Rosner|Paul Rosner
558::Mary Shelley's Frankenstein::Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn|Ian Holm|Richard Briers|John Cleese|Robert Hardy|Cherie Lunghi|Celia Imrie|Trevyn McDowell|Gerard Horan|Mark Hadfield|Joanna Roth
559::Quick and the Dead, The::Sharon Stone|Gene Hackman|Russell Crowe|Leonardo DiCaprio|Tobin Bell|Roberts Blossom|Kevin Conway|Keith David|Lance Henriksen|Pat Hingle|Gary Sinise|Mark Boone Junior|Olivia Burnette|Fay Masterson|Raynor Scheine
560::Stephen King's The Langoliers::Tom HollandPatricia WettigKate MaberlyMark Lindsay ChapmanJulie Arnold LisnetFrankie FaisonBaxter HarrisMichael LoudenChristopher ColletKymberly DakinKimber RiddleDavid MorseDavid ForresterBronson PinchotChris HendrieJennifer Nichole PorterDean StockwellJohn GriesemerChristopher CookeStephen KingDavid KellyStephanie DunhamJohn Winthrop Philbrick
561::Tales from the Hood::Clarence Williams III|Joe Torry|De'aundre Bonds|Samuel Monroe Jr.|Wings Hauser|Tom Wright|Anthony Griffith|Michael Massee|Duane Whitaker|David Alan Grier|Brandon Hammond|Rusty Cundieff|Paula Jai Parker|Corbin Bernsen|Roger Guenveur Smith
562::Village of the Damned::Christopher Reeve|Kirstie Alley|Linda Kozlowski|Michael Paré|Meredith Salenger|Mark Hamill|Pippa Pearthree|Peter Jason|Constance Forslund|Karen Kahn|Thomas Dekker|Lindsey Haun|Cody Dorkin|Trishalee Hardy|Jessye Quarry
563::Clear and Present Danger::Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny|Harris Yulin|Donald Moffat|Miguel Sandoval|Benjamin Bratt|Raymond Cruz|Dean Jones|Thora Birch|Ann Magnuson|Hope Lange|Tom Tammi
564::Wes Craven's New Nightmare::Jeff Davis|Heather Langenkamp|Miko Hughes|Matt Winston|Rob LaBelle|David Newsom|Wes Craven|Marianne Maddalena|Gretchen Oehler|Tracy Middendorf|Cully Fredricksen|Bodhi Elfman|Sam Rubin|Robert Englund|Claudia Haro
565::Speed::Keanu Reeves|Dennis Hopper|Sandra Bullock|Joe Morton|Jeff Daniels|Alan Ruck|Glenn Plummer|Richard Lineback|Beth Grant|Hawthorne James|Carlos Carrasco|David Kriegel|Natsuko Ohama|Daniel Villarreal|Simone Gad
566::Wolf::Jack Nicholson|Michelle Pfeiffer|James Spader|Kate Nelligan|Richard Jenkins|Christopher Plummer|Eileen Atkins|David Hyde Pierce|Om Puri|Ron Rifkin|Prunella Scales|Brian Markinson|Peter Gerety|Bradford English|Stewart J. Zully
567::Wyatt Earp::Kevin Costner|Dennis Quaid|Gene Hackman|David Andrews|Linden Ashby|Jeff Fahey|Joanna Going|Mark Harmon|Michael Madsen|Catherine O'Hara|Bill Pullman|Isabella Rossellini|Tom Sizemore|JoBeth Williams|Mare Winningham
568::Another Stakeout::Richard Dreyfuss|Emilio Estevez|Rosie O'Donnell|Dennis Farina|Marcia Strassman|Cathy Moriarty|John Rubinstein|Miguel Ferrer|Sharon Maughan|Christopher Doyle|Sharon Schaffer|Rick Seaman|Jan Speck|Gene Ellison-Jones|Frank DeAngelo
569::Blown Away::Jeff Bridges|Tommy Lee Jones|Suzy Amis|Lloyd Bridges|Forest Whitaker|Stephi Lineburg|John Finn|Caitlin Clarke|Christofer de Oni|Loyd Catlett|Ruben Santiago-Hudson|Lucinda Weist|Brendan Burns|Tricia Heine|Josh McLaglen
570::Body Snatchers::Terry Kinney|Meg Tilly|Gabrielle Anwar|Reilly Murphy|Billy Wirth|Christine Elise|R. Lee Ermey|Kathleen Doyle|Forest Whitaker|G. Elvis Phillips|Stanley Small|Tonea Stewart|Keith Smith|Winston E. Grant|Phil Neilson
571::Boxing Helena::Julian Sands|Sherilyn Fenn|Bill Paxton|Kurtwood Smith|Art Garfunkel|Betsy Clark|Nicolette Scorsese|Meg Register|Bryan Smith|Marla Levine|Kim Lentz|Lloyd T. Williams|Carl Mazzocone Sr.|Erik Shoaff|Lisa Oz
572::City Slickers II: The Legend of Curly's Gold::Billy Crystal|Daniel Stern|Jon Lovitz|Jack Palance|Patricia Wettig|Pruitt Taylor Vince|Bill McKinney|Lindsay Crystal|Beth Grant|Noble Willingham|David Paymer|Josh Mostel|Jayne Meadows|Alan Charof|Kenneth S. Allen
573::Cliffhanger::Sylvester Stallone|John Lithgow|Michael Rooker|Janine Turner|Rex Linn|Caroline Goodall|Leon|Craig Fairbrass|Gregory Scott Cummins|Denis Forest|Michelle Joyner|Max Perlich|Paul Winfield|Ralph Waite|Trey Brownell
574::Coneheads::Robert Knott|Jonathan Penner|Whip Hubley|Dan Aykroyd|Jane Curtin|Howard Napper|Michael Richards|Eddie Griffin|Sinbad|Phil Hartman|Adam Sandler|Grant Martell|Art Bonilla|David Spade|Rosa Maria Briz
575::Demolition Man::Sylvester Stallone|Wesley Snipes|Sandra Bullock|Nigel Hawthorne|Benjamin Bratt|Bob Gunton|Glenn Shadix|Denis Leary|Grand L. Bush|Pat Skipper|Steve Kahan|Paul Bollen|Mark Colson|Andre Gregory|John Enos III
576::Fatal Instinct::Armand Assante|Sherilyn Fenn|Kate Nelligan|Sean Young|Christopher McDonald|James Remar|Tony Randall|Clarence Clemons|Michael Cumpsty|John Witherspoon|Blake Clark|Edward Blanchard|David Greenlee|Tim Frisbie|Michael MacCleod
577::Englishman Who Went Up a Hill, But Came Down a Mountain, The::Hugh Grant|Tara Fitzgerald|Colm Meaney|Ian McNeice|Ian Hart|Kenneth Griffith|Tudor Vaughan|Hugh Vaughan|Robert Pugh|Robert Blythe|Garfield Morgan|Lisa Palfrey|Dafydd Wyn Roberts|Ieuan Rhys|Anwen Williams
578::Kalifornia::Brad Pitt|Kathy Larson|David Milford|David Duchovny|John Zarchen|David Rose|Michelle Forbes|Tommy Chappelle|Juliette Lewis|Judson Vaughn|James Michael McDougal|Patricia Sill|Brett Rice|Marisa Raper|Bill Crabb
579::Piano, The::Holly Hunter|Harvey Keitel|Sam Neill|Anna Paquin|Kerry Walker|Geneviève Lemon|Tungia Baker|Ian Mune|Peter Dennett|Te Whatanui Skipwith|Pete Smith|Bruce Allpress|Cliff Curtis|Carla Rupuha|Mahina Tunui
580::Romeo Is Bleeding::Gary Oldman|Wallace Wood|Juliette Lewis|David Proval|Will Patton|Gene Canfield|Larry Joshua|Michael Wincott|Lena Olin|William Duff-Griffin|James Cromwell|Paul Butler|Annabella Sciorra|Tony Sirico|Victoria Bastel
581::Secret Garden, The::Kate Maberly|Heydon Prowse|Andrew Knott|Maggie Smith|Laura Crossley|John Lynch|Walter Sparrow|Irène Jacob|Frank Baker|Valerie Hill|Andrea Pickering|Peter Moreton|Arthur Spreckley|Colin Bruce|Parsan Singh
582::Son in Law::Pauly Shore|Carla Gugino|Lane Smith|Cindy Pickett|Mason Adams|Patrick Renna|Dennis Burkley|Tiffani Thiessen|Dan Gauthier|Ria Pavia|Lisa Lawrence|Graham Jarvis|Nick Light|Ernie Kinney|Troy Shire
583::Terminal Velocity::Charlie Sheen|Nastassja Kinski|James Gandolfini|Christopher McDonald|Gary Bullock|Hans Howes|Melvin Van Peebles|Suli McCullough|Cathryn de Prume|Richard Sarafian Jr.|Lori Lynn Dickerson|Terry Finn|Martha Vazquez|Tim Kelleher|Brooke Langton
584::Hour of the Pig, The::Nonez|Nonez
585::Beauty and the Beast::Emma Watson|Dan Stevens|Luke Evans|Josh Gad|Kevin Kline|Hattie Morahan|Haydn Gwynne|Gerard Horan|Ray Fearon|Ewan McGregor|Ian McKellen|Emma Thompson|Nathan Mack|Audra McDonald|Stanley Tucci
586::Wild Bunch, The::William Holden|Ernest Borgnine|Robert Ryan|Edmond O'Brien|Warren Oates|Jaime Sánchez|Ben Johnson|Emilio Fernández|Strother Martin|L.Q. Jones|Albert Dekker|Bo Hopkins|Dub Taylor|Paul Harper|Jorge Russek
587::Hellraiser: Bloodline::Bruce Ramsay|Valentina Vargas|Doug Bradley|Charlotte Chatton|Adam Scott|Kim Myers|Mickey Cottrell|Louis Turenne|Courtland Mead|Louis Mustillo|Jody St. Michael|Paul Perri|Pat Skipper|Christine Harnos|Wren T. Brown
588::Primal Fear::Richard Gere|Laura Linney|John Mahoney|Alfre Woodard|Frances McDormand|Edward Norton|Terry O'Quinn|Andre Braugher|Steven Bauer|Joe Spano|Tony Plana|Stanley Anderson|Maura Tierney|Jon Seda|Reg Rogers
589::True Crime::Alicia Silverstone|Kevin Dillon|Bill Nunn|Michael Bowen|Ann Devaney|Joshua Schaefer|Marla Sokoloff|Jennifer Savidge|Tara Subkoff|David Packer|Alissa Dowdy|Aimee Brooks|Brian Wankum|Melissa DeLizia|Tiombe Lockhart
590::Stalingrad::Alicia Silverstone|Kevin Dillon|Bill Nunn|Michael Bowen|Ann Devaney|Joshua Schaefer|Marla Sokoloff|Jennifer Savidge|Tara Subkoff|David Packer|Alissa Dowdy|Aimee Brooks|Brian Wankum|Melissa DeLizia|Tiombe Lockhart
591::Heavy::Pruitt Taylor Vince|Shelley Winters|Liv Tyler|Debbie Harry|Joe Grifasi|Evan Dando|David Patrick Kelly|Marian Quinn|Meg Hartig|Zandy Hartig|Peter Ortel|George Alvarez|Cordis Heard|J.C. MacKenzie|Allan D'Arcangelo
592::Fan, The::Robert De Niro|Wesley Snipes|Ellen Barkin|John Leguizamo|Benicio Del Toro|Patti D'Arbanville|Chris Mulkey|Andrew J. Ferchland|Brandon Hammond|Charles Hallahan|Dan Butler|Kurt Fuller|Michael Jace|Frank Medrano|Don S. Davis
593::Hunchback of Notre Dame, The::Jason Alexander|Mary Kay Bergman|Corey Burton|Jim Cummings|Bill Fagerbakke|Tom Hulce|Tony Jay|Paul Kandel|Charles Kimbrough|Kevin Kline|Heidi Mollenhauer|Demi Moore|Patrick Pinney|Gary Trousdale|David Ogden Stiers
594::Eraser::Arnold Schwarzenegger|James Caan|Vanessa Williams|James Coburn|Robert Pastorelli|James Cromwell|Danny Nucci|Andy Romano|Nick Chinlund|Michael Papajohn|Joe Viterelli|Mark Rolston|John Slattery|Robert Miranda|Roma Maffia
595::Big Squeeze, The::Lara Flynn Boyle|Danny Nucci|Peter Dobson|Luca Bercovici|Michael Chieffo|Bert Santos|Teresa DiSpina|Sam Vlahos|Valente Rodriguez|Raye Birk|Angelina Estrada|Janet MacLachlan|Tony Genaro|Marita De Leon|Laura Cerón
596::Police Story 4: Project S::Michelle Yeoh|Rongguang Yu|Emil Chau|Athena Chu|Siu-Wong Fan|Jackie Chan|Bill Tung|Eric Tsang|Dick Wei|Bowie Lam|Alain Guernier|Tung Cho 'Joe' Cheung|Maggie Chan|Yukari Ôshima|Ailen Sit
597::Daniel Defoe's Robinson Crusoe::Pierce Brosnan|William Takaku|Polly Walker|Ian Hart|James Frain|Damian Lewis|Ben Robertson|Martin Grace|Sean Brosnan|
598::For Whom the Bell Tolls::Gary Cooper|Ingrid Bergman|Akim Tamiroff|Arturo de Córdova|Vladimir Sokoloff|Mikhail Rasumny|Fortunio Bonanova|Eric Feldary|Victor Varconi|Katina Paxinou|Joseph Calleia|Lilo Yarson|Alexander Granach|Adia Kuznetzoff|Leonid Snegoff
599::American in Paris, An::Gene Kelly|Leslie Caron|Oscar Levant|Georges Guétary|Nina Foch|
600::Rear Window::James Stewart|Grace Kelly|Wendell Corey|Thelma Ritter|Raymond Burr|Judith Evelyn|Ross Bagdasarian|Georgine Darcy|Sara Berner|Frank Cady|Jesslyn Fax|Rand Harper|Irene Winston|Havis Davenport
601::It Happened One Night::Clark Gable|Claudette Colbert|Walter Connolly|Roscoe Karns|Jameson Thomas|Alan Hale|Arthur Hoyt|Blanche Friderici|Charles C. Wilson
602::Meet Me in St. Louis::Judy Garland|Margaret O'Brien|Mary Astor|Lucille Bremer|Leon Ames|Tom Drake|Marjorie Main|Harry Davenport|June Lockhart|Henry H. Daniels Jr.|Joan Carroll|Hugh Marlowe|Robert Sully|Chill Wills
603::All About Eve::Bette Davis|Anne Baxter|George Sanders|Celeste Holm|Gary Merrill|Hugh Marlowe|Gregory Ratoff|Barbara Bates|Marilyn Monroe|Thelma Ritter|Walter Hampden|Randy Stuart|Craig Hill|Leland Harris|Barbara White
604::Rebecca::Laurence Olivier|Joan Fontaine|George Sanders|Judith Anderson|Nigel Bruce|Reginald Denny|C. Aubrey Smith|Gladys Cooper|Florence Bates|Melville Cooper|Leo G. Carroll|Leonard Carey|Lumsden Hare|Edward Fielding|Philip Winter
